Age,Gender,Region,HouseholdIncomeUSD,Occupation,BuyFrequency,AvgSpendPerTripUSD,StyleKeywords,InspirationPlatforms,BuysPreloved,PrelovedMotives,PrelovedBarriers,SustainabilityImportance,QuizWillingness,LinkSocials,PayPremiumForStory,ShareOwnStory,SubscriptionInterest,MaxMonthlyFeeUSD,SwapPerks
27,Male,Asia,11325,Retail/Service,Monthly,49,Boho,"IRL friends, TikTok, Instagram",Yes,Brand access,"Hygiene, Sizing fit",4,Definitely,Yes,3,4,Not interested,32,"Hygiene guarantee, Quality vetting"
31,Female,Africa,7466,Creative,Weekly,72,Formal,"YouTube, Pinterest",Occasionally,"Affordability, Sustainability","Hygiene, None, Authenticity",4,No,Maybe if anonymised,5,3,Somewhat,36,"Easy returns, Quality vetting, Stylist chat"
35,Non-binary,Europe,5569,Professional,Monthly,56,"Boho, Streetwear",YouTube,Yes,"Affordability, Brand access",Authenticity,1,Maybe,Maybe if anonymised,3,4,Very interested,45,"Hygiene guarantee, Easy returns"
39,Male,Europe,22975,Student,Weekly,72,"Vintage, Streetwear",Instagram,No,"Unique pieces, Story value, Brand access",Sizing fit,3,Definitely,No,2,4,Neutral,100,"Stylist chat, Hygiene guarantee, Loyalty points, Quality vetting"
18,Female,Asia,9927,Retail/Service,Rarely,36,Minimalist,"Blogs, Instagram, TikTok",No,"Brand access, Affordability","Sizing fit, Hygiene",5,Definitely,Yes,4,3,Somewhat,20,"Quality vetting, Hygiene guarantee"
26,Male,Middle East,5667,Student,Monthly,64,"Minimalist, Streetwear, Sporty","TikTok, Blogs, IRL friends",Yes,Sustainability,"Authenticity, Hygiene",4,Definitely,Maybe if anonymised,4,4,Somewhat,21,"Loyalty points, Hygiene guarantee, Stylist chat"
38,Female,Australia/NZ,9448,Professional,Rarely,131,Minimalist,Blogs,Yes,"Sustainability, Unique pieces, Story value","Shipping hassle, Authenticity, Hygiene",5,Definitely,Yes,4,3,Not interested,43,"Loyalty points, Easy returns, Quality vetting, Hygiene guarantee"
34,Male,North America,7881,Student,Quarterly,142,Boho,"Instagram, Blogs",No,"Affordability, Unique pieces, Sustainability",Authenticity,4,No,Yes,4,3,Neutral,102,"Loyalty points, Quality vetting, Easy returns"
41,Male,North America,5877,Other,Monthly,80,"Formal, Vintage, Casual","IRL friends, Instagram",No,Unique pieces,"Hygiene, Authenticity, Sizing fit",5,Maybe,No,2,3,Somewhat,47,"Loyalty points, Easy returns"
18,Male,North America,4987,Creative,Quarterly,40,"Streetwear, Sporty",Pinterest,Yes,"Unique pieces, Sustainability","Sizing fit, Shipping hassle",4,Maybe,Yes,4,3,Very interested,69,Loyalty points
36,Male,Other,2472,Retail/Service,Quarterly,99,"Boho, Sporty, Streetwear","Blogs, YouTube",No,"Brand access, Unique pieces, Affordability","Sizing fit, Hygiene, None",4,Maybe,Maybe if anonymised,4,2,Neutral,13,"Quality vetting, Easy returns, Loyalty points, Hygiene guarantee"
23,Female,Europe,2873,Professional,Monthly,128,"Boho, Casual, Streetwear",Instagram,Yes,"Story value, Brand access","Authenticity, None, Sizing fit",3,Definitely,Maybe if anonymised,3,2,Very interested,47,"Easy returns, Quality vetting"
31,Female,Europe,16321,Creative,Monthly,165,"Streetwear, Sporty, Formal","Pinterest, YouTube, TikTok",Yes,"Affordability, Sustainability, Story value","None, Shipping hassle",5,Definitely,No,3,1,Neutral,25,"Stylist chat, Loyalty points"
31,Female,North America,2914,Other,Monthly,113,Formal,"IRL friends, Blogs, Pinterest",Occasionally,"Story value, Unique pieces, Affordability","Shipping hassle, Sizing fit",4,Definitely,Yes,2,5,Somewhat,12,"Easy returns, Hygiene guarantee, Loyalty points, Stylist chat"
34,Female,North America,4231,Retail/Service,Rarely,106,"Streetwear, Boho, Formal",YouTube,Occasionally,Affordability,"Sizing fit, None",4,Maybe,Yes,4,2,Very interested,19,"Stylist chat, Quality vetting"
18,Male,Europe,2382,Professional,Weekly,42,"Vintage, Formal","Pinterest, YouTube",No,"Unique pieces, Sustainability","Sizing fit, None, Hygiene",3,No,Maybe if anonymised,3,3,Somewhat,46,"Easy returns, Quality vetting"
27,Female,Europe,8044,Professional,Weekly,132,"Sporty, Boho","TikTok, Pinterest, Instagram",Occasionally,"Unique pieces, Affordability, Sustainability",Sizing fit,2,Definitely,No,3,1,Somewhat,44,"Stylist chat, Loyalty points, Hygiene guarantee"
18,Male,Other,7724,Homemaker,Weekly,44,"Formal, Casual",Blogs,No,Story value,"Hygiene, Authenticity, Shipping hassle",5,Maybe,Yes,3,3,Not interested,92,"Loyalty points, Stylist chat, Quality vetting"
29,Female,Asia,8767,Creative,Quarterly,105,"Casual, Boho","YouTube, Blogs, Instagram",Yes,Story value,"None, Sizing fit, Authenticity",4,Maybe,Maybe if anonymised,3,5,Somewhat,46,"Hygiene guarantee, Quality vetting, Loyalty points"
25,Male,North America,9483,Student,Quarterly,125,Sporty,Blogs,Yes,Brand access,"Hygiene, None, Shipping hassle",3,Definitely,Yes,2,3,Very interested,55,Quality vetting
21,Female,Asia,4279,Student,Weekly,160,Boho,"Blogs, IRL friends",No,"Sustainability, Affordability",None,5,Definitely,No,4,4,Not interested,81,Quality vetting
32,Male,North America,5069,Other,Monthly,151,Sporty,Blogs,Yes,Unique pieces,"Sizing fit, Authenticity, Hygiene",4,Definitely,Yes,2,3,Somewhat,63,"Quality vetting, Stylist chat, Easy returns"
23,Female,Europe,4918,Student,Quarterly,105,Sporty,"Instagram, Blogs, Pinterest",No,"Brand access, Sustainability","Authenticity, Sizing fit, Hygiene",2,Definitely,Yes,4,4,Somewhat,44,"Stylist chat, Hygiene guarantee"
34,Female,Europe,7618,Professional,Quarterly,86,Casual,"Instagram, TikTok",Yes,"Unique pieces, Brand access, Sustainability","Authenticity, None, Shipping hassle",5,Maybe,Yes,4,3,Somewhat,34,"Easy returns, Hygiene guarantee, Stylist chat, Loyalty points"
31,Female,North America,3689,Professional,Quarterly,59,"Vintage, Streetwear",IRL friends,No,"Unique pieces, Brand access, Story value","Shipping hassle, Hygiene, None",1,Definitely,No,3,5,Neutral,20,Stylist chat
33,Male,Middle East,7301,Creative,Monthly,92,Vintage,Pinterest,No,"Unique pieces, Affordability, Sustainability",Hygiene,5,Definitely,Maybe if anonymised,5,2,Neutral,87,"Loyalty points, Easy returns"
25,Female,Middle East,6313,Professional,Monthly,163,"Casual, Streetwear","IRL friends, Pinterest",Yes,"Story value, Affordability, Sustainability",Authenticity,2,Maybe,No,5,4,Very interested,5,Hygiene guarantee
22,Female,Australia/NZ,6500,Retail/Service,Monthly,118,"Formal, Casual, Sporty","IRL friends, Pinterest, TikTok",Occasionally,"Affordability, Sustainability",None,3,No,Maybe if anonymised,4,4,Somewhat,52,"Quality vetting, Hygiene guarantee"
37,Male,Africa,10755,Professional,Rarely,77,"Vintage, Minimalist, Sporty","TikTok, Instagram",Occasionally,"Story value, Sustainability, Brand access","None, Authenticity, Shipping hassle",5,Definitely,Yes,5,4,Somewhat,42,"Quality vetting, Loyalty points, Hygiene guarantee"
34,Female,Middle East,5499,Professional,Monthly,218,"Minimalist, Streetwear, Sporty",IRL friends,Occasionally,"Affordability, Sustainability","None, Shipping hassle, Sizing fit",5,Definitely,No,3,2,Neutral,47,"Quality vetting, Stylist chat"
27,Female,North America,5212,Retail/Service,Monthly,69,Minimalist,TikTok,Occasionally,Story value,"None, Hygiene, Shipping hassle",1,Definitely,Yes,2,5,Very interested,11,"Quality vetting, Hygiene guarantee"
33,Female,Asia,4190,Student,Monthly,112,"Streetwear, Vintage","Blogs, IRL friends",Yes,Story value,"Sizing fit, Hygiene, Shipping hassle",3,Maybe,No,4,3,Not interested,46,"Quality vetting, Stylist chat"
39,Female,Europe,3886,Student,Quarterly,70,"Minimalist, Vintage","Blogs, IRL friends, TikTok",Yes,"Brand access, Sustainability","None, Authenticity, Shipping hassle",5,Definitely,Maybe if anonymised,5,1,Somewhat,27,"Hygiene guarantee, Easy returns, Stylist chat, Loyalty points"
29,Female,Europe,7063,Creative,Monthly,100,Minimalist,Instagram,Yes,"Affordability, Story value, Brand access","Shipping hassle, Authenticity",3,Definitely,Maybe if anonymised,1,3,Very interested,59,"Stylist chat, Quality vetting, Easy returns"
29,Female,Other,5052,Student,Quarterly,232,"Minimalist, Sporty","Blogs, TikTok, YouTube",Occasionally,"Sustainability, Brand access, Affordability","Authenticity, None, Sizing fit",1,Definitely,Maybe if anonymised,4,3,Very interested,61,"Quality vetting, Stylist chat"
24,Male,Asia,9609,Other,Rarely,139,"Vintage, Boho, Sporty",YouTube,Occasionally,"Story value, Brand access","Authenticity, Sizing fit",4,Maybe,Yes,5,5,Very interested,27,"Loyalty points, Quality vetting, Stylist chat, Hygiene guarantee"
20,Female,North America,2597,Creative,Monthly,10,Minimalist,"Pinterest, Blogs, Instagram",Occasionally,Affordability,"Sizing fit, Authenticity",3,Maybe,Maybe if anonymised,4,4,Somewhat,68,"Easy returns, Stylist chat, Quality vetting, Loyalty points"
19,Female,Asia,5669,Professional,Monthly,103,Minimalist,"TikTok, YouTube",No,Story value,"Shipping hassle, Hygiene",2,Maybe,Maybe if anonymised,5,3,Somewhat,43,"Stylist chat, Hygiene guarantee"
32,Female,North America,5400,Student,Monthly,83,"Formal, Sporty","IRL friends, Instagram, YouTube",Yes,"Brand access, Story value, Sustainability","Sizing fit, Authenticity, Shipping hassle",5,Maybe,No,2,1,Neutral,5,Quality vetting
34,Male,Middle East,5783,Student,Monthly,156,"Formal, Boho",TikTok,Occasionally,"Affordability, Unique pieces, Story value","Hygiene, None",1,Definitely,Maybe if anonymised,5,5,Somewhat,34,"Easy returns, Quality vetting, Loyalty points, Hygiene guarantee"
23,Male,Middle East,6740,Professional,Quarterly,207,"Boho, Streetwear, Casual","Blogs, YouTube, Pinterest",No,"Affordability, Story value",Authenticity,1,Maybe,No,4,5,Very interested,7,"Hygiene guarantee, Stylist chat, Quality vetting"
20,Female,Africa,6134,Retail/Service,Monthly,47,Formal,IRL friends,Yes,"Story value, Sustainability, Affordability",Sizing fit,3,Maybe,Yes,3,3,Not interested,26,"Loyalty points, Stylist chat, Hygiene guarantee"
18,Male,North America,5097,Creative,Weekly,73,"Casual, Boho, Sporty","Instagram, Pinterest",Occasionally,Unique pieces,None,2,Definitely,Yes,5,3,Somewhat,10,"Quality vetting, Hygiene guarantee, Stylist chat"
18,Female,Other,7822,Retail/Service,Rarely,53,"Boho, Streetwear","Blogs, Instagram",No,"Affordability, Unique pieces, Sustainability","Authenticity, None, Shipping hassle",3,Definitely,Yes,5,3,Somewhat,29,Hygiene guarantee
43,Female,Europe,4138,Professional,Monthly,192,"Minimalist, Boho",Instagram,Yes,"Brand access, Unique pieces","Sizing fit, Hygiene",4,Definitely,Yes,4,3,Very interested,106,"Stylist chat, Easy returns"
45,Male,Australia/NZ,7381,Student,Quarterly,74,"Casual, Boho, Minimalist",YouTube,Yes,"Affordability, Brand access, Unique pieces",None,5,Definitely,Yes,5,1,Somewhat,68,"Easy returns, Loyalty points"
46,Female,North America,3861,Retail/Service,Quarterly,10,"Boho, Vintage","TikTok, Pinterest, IRL friends",Yes,"Unique pieces, Affordability, Brand access",Sizing fit,3,Definitely,Maybe if anonymised,4,1,Neutral,79,Hygiene guarantee
34,Male,Other,8687,Professional,Monthly,160,Streetwear,"IRL friends, Pinterest",Occasionally,Affordability,"None, Sizing fit",1,No,Yes,5,3,Neutral,36,"Loyalty points, Quality vetting"
21,Female,Africa,1807,Student,Monthly,177,Streetwear,"YouTube, Blogs",Yes,Sustainability,"Authenticity, None",4,Maybe,Yes,3,2,Somewhat,53,"Quality vetting, Loyalty points, Stylist chat, Hygiene guarantee"
18,Male,North America,4412,Retail/Service,Weekly,101,"Formal, Vintage, Boho","IRL friends, Pinterest",Occasionally,Sustainability,"Authenticity, None, Shipping hassle",5,Maybe,Maybe if anonymised,2,3,Somewhat,54,Hygiene guarantee
34,Female,Middle East,6751,Retail/Service,Quarterly,10,"Vintage, Sporty","Instagram, Blogs",No,"Brand access, Sustainability, Unique pieces","Shipping hassle, None, Authenticity",5,Definitely,Yes,5,4,Somewhat,55,Quality vetting
27,Female,Europe,8559,Student,Monthly,96,"Formal, Casual, Boho","IRL friends, Pinterest, TikTok",Occasionally,Sustainability,"Authenticity, Shipping hassle, Sizing fit",3,Maybe,No,5,4,Somewhat,25,"Stylist chat, Hygiene guarantee, Easy returns, Loyalty points"
27,Male,Middle East,5134,Student,Monthly,213,"Vintage, Boho",Pinterest,Occasionally,Unique pieces,"Authenticity, Hygiene, Sizing fit",4,Definitely,Maybe if anonymised,3,1,Very interested,45,"Hygiene guarantee, Quality vetting"
22,Male,North America,4501,Student,Rarely,108,"Minimalist, Vintage","Instagram, YouTube",No,"Affordability, Sustainability",Hygiene,3,Definitely,No,5,2,Not interested,24,"Quality vetting, Loyalty points, Stylist chat"
26,Male,Middle East,25000,Retail/Service,Monthly,144,"Sporty, Boho","IRL friends, Blogs, TikTok",Yes,"Affordability, Brand access, Unique pieces",Sizing fit,4,Definitely,Maybe if anonymised,2,5,Somewhat,9,"Quality vetting, Stylist chat"
24,Female,North America,13461,Professional,Weekly,22,"Minimalist, Vintage, Streetwear",Blogs,No,Unique pieces,"Shipping hassle, None",2,Definitely,Yes,3,4,Not interested,63,"Stylist chat, Easy returns, Quality vetting"
21,Male,Other,2720,Student,Monthly,211,"Vintage, Streetwear","YouTube, IRL friends, Pinterest",Occasionally,"Affordability, Brand access",Hygiene,5,Definitely,Maybe if anonymised,5,2,Somewhat,42,"Hygiene guarantee, Stylist chat, Quality vetting, Loyalty points"
32,Female,North America,1732,Retail/Service,Monthly,103,"Minimalist, Casual, Sporty","Blogs, Pinterest, TikTok",Occasionally,"Story value, Sustainability","Hygiene, Shipping hassle",4,Definitely,No,5,4,Neutral,13,"Easy returns, Loyalty points"
24,Female,Europe,4836,Creative,Weekly,117,Vintage,"Pinterest, IRL friends, YouTube",Yes,"Unique pieces, Sustainability","Sizing fit, Hygiene, Authenticity",5,Maybe,No,4,3,Neutral,5,Stylist chat
38,Female,Middle East,3973,Student,Rarely,145,"Streetwear, Boho, Vintage","Blogs, IRL friends, Instagram",Yes,Sustainability,"Sizing fit, Shipping hassle",4,Definitely,Maybe if anonymised,1,4,Very interested,61,"Stylist chat, Easy returns"
29,Non-binary,Europe,4053,Creative,Weekly,192,Sporty,"TikTok, Blogs",No,Story value,"Shipping hassle, None, Hygiene",3,Definitely,Yes,2,3,Neutral,108,"Easy returns, Loyalty points, Quality vetting, Stylist chat"
25,Male,Middle East,5922,Professional,Monthly,100,"Minimalist, Boho, Sporty","Pinterest, IRL friends",Occasionally,"Story value, Affordability, Unique pieces","Authenticity, None",3,Definitely,Yes,4,5,Not interested,54,"Quality vetting, Stylist chat, Hygiene guarantee, Loyalty points"
35,Female,Middle East,3182,Homemaker,Weekly,107,"Streetwear, Sporty","IRL friends, Instagram, TikTok",No,Story value,Shipping hassle,4,Definitely,Yes,1,4,Somewhat,77,"Easy returns, Quality vetting, Stylist chat, Hygiene guarantee"
36,Female,Asia,6975,Professional,Weekly,69,"Formal, Casual","YouTube, Instagram, Pinterest",No,Unique pieces,"Sizing fit, Authenticity",2,Definitely,Yes,3,2,Very interested,45,"Easy returns, Stylist chat"
34,Female,Europe,4528,Creative,Monthly,247,"Sporty, Vintage",YouTube,No,"Brand access, Story value, Unique pieces","Shipping hassle, None, Sizing fit",1,Maybe,Yes,4,4,Somewhat,33,"Stylist chat, Easy returns, Hygiene guarantee, Quality vetting"
21,Male,Other,4869,Other,Rarely,156,Boho,"IRL friends, Instagram",No,Unique pieces,"Shipping hassle, Authenticity, None",4,Definitely,Yes,5,1,Very interested,73,Quality vetting
39,Female,Europe,4775,Retail/Service,Weekly,154,Casual,"Blogs, IRL friends, TikTok",Occasionally,"Affordability, Story value",Authenticity,3,Definitely,No,4,4,Not interested,63,"Hygiene guarantee, Easy returns, Loyalty points, Quality vetting"
28,Female,North America,8962,Student,Monthly,225,"Casual, Vintage",Pinterest,Occasionally,"Unique pieces, Story value, Sustainability",Sizing fit,3,No,Maybe if anonymised,3,5,Very interested,32,"Quality vetting, Loyalty points"
32,Female,Asia,9178,Creative,Monthly,64,Streetwear,TikTok,Occasionally,"Affordability, Unique pieces","Sizing fit, Shipping hassle, Hygiene",3,Definitely,Yes,4,5,Somewhat,59,Easy returns
32,Male,Europe,9121,Professional,Quarterly,177,"Streetwear, Vintage","Pinterest, IRL friends",No,"Story value, Brand access","Shipping hassle, Sizing fit, Authenticity",2,Maybe,Yes,3,3,Very interested,36,"Easy returns, Hygiene guarantee, Loyalty points"
22,Male,Asia,5169,Homemaker,Monthly,62,"Vintage, Minimalist",Blogs,Yes,"Brand access, Unique pieces, Sustainability","Hygiene, Authenticity, None",4,No,Yes,5,2,Somewhat,28,"Easy returns, Quality vetting"
31,Female,Asia,4809,Student,Rarely,149,"Sporty, Casual, Streetwear","Blogs, IRL friends",Yes,"Affordability, Unique pieces, Brand access","Sizing fit, Shipping hassle",4,Definitely,Yes,3,1,Somewhat,37,Hygiene guarantee
37,Male,North America,11149,Other,Quarterly,148,Streetwear,Instagram,No,"Unique pieces, Affordability, Story value",Shipping hassle,3,Definitely,Yes,3,4,Very interested,56,Loyalty points
41,Female,Europe,5645,Student,Quarterly,142,"Streetwear, Casual, Boho","Blogs, YouTube, Pinterest",Yes,"Brand access, Unique pieces","Sizing fit, None",3,Definitely,Yes,1,4,Somewhat,55,Easy returns
18,Female,Asia,4110,Retail/Service,Weekly,229,"Vintage, Minimalist, Casual","Blogs, TikTok, YouTube",No,"Story value, Brand access, Sustainability",Authenticity,4,Maybe,Maybe if anonymised,4,3,Somewhat,21,"Loyalty points, Quality vetting, Easy returns, Hygiene guarantee"
23,Male,Africa,5797,Professional,Monthly,95,Vintage,"Instagram, Blogs, Pinterest",Yes,"Affordability, Story value, Unique pieces","Authenticity, Sizing fit, Shipping hassle",2,Definitely,No,4,3,Very interested,36,Loyalty points
31,Female,Europe,3866,Professional,Rarely,114,"Casual, Minimalist, Boho","IRL friends, YouTube, TikTok",Yes,"Sustainability, Affordability, Story value","Hygiene, None, Authenticity",2,Definitely,Maybe if anonymised,3,4,Somewhat,47,Loyalty points
28,Male,North America,6250,Student,Weekly,144,"Vintage, Boho",Blogs,No,Brand access,"Shipping hassle, None",4,Definitely,Maybe if anonymised,1,2,Very interested,56,"Easy returns, Hygiene guarantee, Stylist chat"
25,Female,Europe,7482,Professional,Monthly,63,Minimalist,"IRL friends, Blogs, Instagram",Yes,"Sustainability, Unique pieces","Authenticity, Shipping hassle, Hygiene",5,Definitely,Yes,5,5,Neutral,36,"Easy returns, Hygiene guarantee"
21,Male,Europe,8910,Homemaker,Monthly,144,"Formal, Streetwear, Boho",Pinterest,Yes,"Unique pieces, Sustainability, Affordability","None, Authenticity",1,Maybe,Maybe if anonymised,4,4,Not interested,70,"Stylist chat, Hygiene guarantee, Quality vetting"
18,Male,North America,4083,Other,Monthly,212,"Formal, Sporty","Blogs, Pinterest, IRL friends",No,Sustainability,Shipping hassle,5,Definitely,No,5,5,Neutral,7,"Stylist chat, Loyalty points, Quality vetting, Easy returns"
34,Male,Australia/NZ,5816,Retail/Service,Weekly,197,"Vintage, Boho",Pinterest,Yes,"Brand access, Unique pieces, Story value","Hygiene, Shipping hassle, Sizing fit",2,No,Maybe if anonymised,4,4,Neutral,26,"Easy returns, Stylist chat, Loyalty points, Hygiene guarantee"
21,Non-binary,North America,2672,Student,Weekly,121,Vintage,YouTube,Yes,"Brand access, Story value","Sizing fit, Hygiene, Shipping hassle",5,Definitely,Yes,5,3,Neutral,57,Loyalty points
